net profit / total assets,working capital / total assets,retained earnings / total assets ,book value of equity / total liabilities,sales / total assets,gross profit / short-term liabilities,(gross profit + depreciation) / sales,(total liabilities * 365) / (gross profit + depreciation),gross profit / total assets,gross profit / sales,profit on operating activities / total assets,gross profit (in 3 years) / total assets,(equity - share capital) / total assets,profit on operating activities / financial expenses,working capital / fixed assets,(gross profit + interest) / sales,operating expenses / short-term liabilities,profit on sales / total assets,total sales / total assets,constant capital / total assets,(current assets - inventory - receivables) / short-term liabilities,profit on operating activities / sales,(current assets - inventory) / short-term liabilities,EBITDA (profit on operating activities - depreciation) / total assets,EBITDA (profit on operating activities - depreciation) / sales,(short-term liabilities * 365) / cost of products sold) ,equity / fixed assets,working capital,total costs /total sales,long-term liabilities / equity,defaulted
-0.02058,-0.20468,0.093499,0.4281,1.037,-0.038432,0.0049988,49303.0,-0.01957,-0.018871,-0.012088,-0.030822000000000002,0.14303,-1.0478,-0.2943,-0.0078368,2.1447,-0.055049,1.037,0.4908,0.0056997,-0.011657,0.086529,-0.036842,-0.035526,0.46627,0.43103,-130.25,1.0179,0.63724,0
-0.0076801,0.97282,0.29483,126.07,0.14349,-0.98073,-0.70827,-390.06,-0.0076801,-0.7423,-0.049669,0.3069,0.98726,-6.8884,50.272,-0.7423,9.2077,-0.049669,0.09419,0.98726,122.24,-4.8006,125.23,-0.050021,-4.8347,0.1086,51.018,5801.4,6.9692,0.0,0
0.1179,0.33059,0.69517,14.599,1.9955,1.8391,0.071191,164.72,0.1179,0.059083,0.10677,0.38296,0.82375,198.8,0.54617,0.059083,29.464,0.10659,1.9955,0.93589,1.3019,0.053505,3.7345,0.082608,0.041398,0.033939,1.5462,3199.7,0.94687,0.0,0
-0.089882,0.50345,0,1.5402,6.9829,-0.22832,-0.002643,-7785.5,-0.089882,-0.012872,-0.05938,0.28334,0.4047,-1.9467,4.8935,-0.0088223,17.928,-0.074746,6.9829,0.60633,0.84561,-0.0085035,2.2789,-0.13081,-0.018732,0.055779,5.8935,166.04,1.0128,0.0,0
0.23056,0.2816,0,3.7194,1.4164,1.8497,0.18865,289.45,0.23056,0.16279,0.25534,0.58012,0.23056,9.4611,0.47427,0.17258,9.4533,0.23799,1.4164,0.87535,0.25371,0.18028,0.75646,0.21871,0.15442,0.10578,1.3273,978.57,0.83931,0.11069000000000001,0
0.022484,0.32678,0.0,0.62862,1.4067,0.038854,0.79544,200.3,0.022484,0.015984,0.0,0.069755,0.14023,0,3.4562,0.036024,0.003807,0.006161,1.4067,0.42132,0.043282,0,0.094088,-1.0964,-0.77945,262.67,4.0825,1861.5,0.011218,0.091552,0
0.059494,0.54764,0,3.5301,2.4322,0.6641,0.14161,233.93,0.059494,0.024461,0,0.33583,-0.058394,?,1.5096,0.048923,18.965,0.00063913,2.4322,0.90223,1.2081,0,4.8073,-0.28493,-0.11715,0.05273,2.1481,653.78,0.69939,0.15780999999999998,0
0.38213,0.53571,0.15496,1.3475,1.6496,0.89704,0.23556,400.14,0.38213,0.23165,0.3933,1.2092,0.53709,27.298,13.986,0.24038,2.9492,0.3933,1.6496,0.57401,0.89902,0.23842,2.2576,0.38685,0.23451,0.33908,14.986,580.47,0.76881,0.0,0
0.044711,0.15283,0,0.38259,0.78817,0.063859,0.087932,3809.2,0.046165,0.058572,0.013935,0.41645,0.2483,0.80416,1.23,0.067644,1.0777,0.009044,0.78817,0.27672,0.1559,0.017681,1.2114,-0.0092047,-0.011679,0.92786,2.2272,860.43,0.94527,0.0,0
0.055987,0.47389,0.091387,5.2221,1.0591,0.44036,0.11379,352.77,0.066839,0.046216,0.077825,0.12128,0.83058,0.56991,1.266,0.046216,8.9969,0.077825,1.4514,0.83785,0.23043,0.053812,2.9251,-0.019903,-0.013762,0.11115,2.2188,13431.0,0.94422,0.008753200000000001,0
1.0388,0.089025,-1.3299,0.097733,5.3925,1.2569,0.21255,290.1,1.145,0.21233,1.166,-0.11092,-0.29112,36.955,?,0.21818,4.6103,1.1927,5.3925,0.089033,0.86602,0.21623,1.0977,1.1649,0.21601,0.21691,?,11.709000000000001,0.78853,0.0,0
0.25298000000000004,-0.014555000000000002,-0.22075,0.5837899999999999,2.2551,0.40328,0.13324,766.98,0.25298000000000004,0.11218,0.28606,0.35061,0.029814999999999998,8.5526,-0.037586,0.12655,3.1296,0.29191999999999996,2.2551,0.3727,0.036019,0.12685,0.32601,0.23856,0.10579,0.31953,0.95183,-29.443,0.88784,0.011118,0
0.025538,0.048097,-0.067494,0.31116,1.0098,0.064087,0.039359,2896.7,0.036685,0.017549,0.05666,-0.053566,0.20319,0.27368,0.12674,0.017549,3.6167,0.05666,2.1613,0.28375,0.081296,0.027104,0.809,0.011066,0.0052933,0.2765,0.53544,2837.0,0.99034,0.39652,0
0.021051,0.21787,0.072325,2.7486,1.0051,0.13906,0.037181,1038.3,0.03254,0.014709,0.027469,0.092294,0.64314,0.1248,0.39747,0.014709,9.4068,0.027469,2.2513,0.64314,0.55759,0.012417,1.4602,-0.022245,-0.010055,0.10631,1.1733,17685.0,0.99495,0.0,0
0.039554,0.26831,0,10.813,0.8644700000000001,0.59669,0.10648,335.68,0.049565,0.057336,0.047699,0.25208,0.89574,3143.1,0.41367,0.057336,9.937,0.03904,0.86447,0.91535,0.16934,0.055177,4.1782,0.0052185,0.0060367,0.10063,1.4112,689.53,0.9436,0.0,0
0.00061087,-0.61437,-0.47609,-0.15839,2.2168,0.00051959,0.027166,7201.8,0.00061087,0.00027557,0.0010274,-0.07658,-0.33857,1.778,-1.4005,0.00053623,1.8893,0.010199,2.2168,-0.18819,0.023048,0.00046346,0.27274,-0.058582,-0.026427,0.5293,-0.42899,-2323.2,1.0023,0.0,0
0.41341,0.5667,0.78578,3.4866,1.2632,1.8853,0.21592,184.94,0.41341,0.20598,0.4095,0.78578,0.76562,2.5773,2.648,0.20598,7.2457,0.4095,2.0155,0.76593,0.71612,0.20403,2.3362,0.38953,0.19408,0.13801,3.5774,13226.0,0.79163,0.00040406,0
0.099679,0.065296,0.44677,0.45438,1.0032,0.15578,0.067153,1581.7,0.099679,0.044309,0.11945,0.44677,0.29746,0.53264,0.22146,0.044309,3.5047,0.11945,2.4887,0.31225,0.22496,0.053095,0.65885,0.068054,0.030251,0.28533,1.0089,870.21,0.99683,0.049739,0
0.17085,0.16692,0,0.37919,3.4009,0.30602,0.077732,1001.1,0.21665,0.063705,0.20176,0.28255,0.24226,16.201,1.3343,0.066214,4.5157,0.20384,3.4009,0.28855,0.31089,0.059325,1.04,0.15405,0.045298,0.22145,2.1977,257.45,0.93632,0.049533,0
0.012981,0.29868,0,1.7061,1.611,0.058446,0.029158,2871.4,0.021155,0.013131,0.030838,0.28121,0.6211,1.6083,0.8801,0.013992,4.3694,0.029478,1.611,0.63805,0.30807,0.019142,0.86165,0.0050178,0.0031147,0.22886,1.8578,1595.5,0.98696,0.012027,0
0.046387,0.35747,0,1.3218,0.9381700000000001,0.13179,0.073316,2285.5,0.056718,0.060455,0.059931,0.29275,0.38517,17.677,1.6848,0.060481,2.145,0.018849,0.93817,0.5693,0.041752,0.063881,1.25,0.047865,0.05102,0.4662,2.6832,582.42,0.98758,0.0,0
0.0043279,-0.29447,0,0.28746,0.48896000000000006,0.0055721,0.011735,49407,0.0043279,0.0088514,0.0045266,0.007604,0.027952,18.327,-0.56875,0.0093565,0.63922,-0.0075359,0.48896,0.22328,0.0045746,0.0092576,0.49184,0.0031164,0.0063736,1.5644,0.43124,-1132.7,0.99139,0.0,0
0.19931,0.66774,0,5.2092,2.9041,1.9365,0.090137,224.57,0.25013,0.086131,0.25091,0.91072,0.83732,35.86,3.2878,0.086876,20.218,0.29266,2.9041,0.83895,0.28457,0.0864,3.2555,0.23928,0.082394,0.049462,4.1308,20470.0,0.91424,0.0,0
0.0071394,0.65471,0.059628,1.8961,2.8677,0.084237,0.010143,4333,0.029086,0.010143,0.031779,?,0.37363,11.172,?,0.011135,7.9704,0.11559,2.8677,0.65471,0.34724,0.011082,2.8961,0.031779,0.011082,0.12546,?,116.46,0.98986,0.0,0
0.086139,-0.003395,0.32651,1.3927,1.0829,0.2205,0.10359,1014.7,0.086139,0.061675,0.11538,0.32651,0.56014,0.89463,-0.0055407,0.061675,3.3015,0.11538,1.4116,0.57168,0.15987,0.082615,0.67741,0.056849,0.040703,0.30289,0.91416,-40.83,0.92345,0.0206,0
0.018429,0.17076,0,0.64182,2.0067,0.036359,0.17137,646.48,0.018429,0.0091841,0,0.12939,0.36894,0,0.52972,0.022566,2.7696,0.010146,2.0067,0.39092,0.31371,0,0.99754,-0.32546,-0.16219,0.36106,1.2127,388.38,0.69962,0.0,0
0.020876,0.23196,0.034809,0.22558,1.0126,0.038253,0.01316,8025.2,0.028053,0.011069,0.029152,0.05007,0.16543,0.11647,6.6863,0.011069,3.413,0.029152,2.5466,0.16543,0.35471,0.011502,1.3163,0.023851,0.0094108,0.29299,4.7685,4556.7,0.98759,0.0,0
0.093217,0.17099,0.15719,0.56274,1.0383,0.20661,0.080997,1051.6,0.12162,0.047085,0.085518,0.22588,0.33921,0.34378,0.71137,0.047085,4.226,0.085518,2.6519,0.35336,0.091274,0.033109,0.69041,-0.0020756,-0.0008036,0.23663,1.4112,2355.3,0.96309,0.041707,0
-5.9655,0.63653,0,-0.85034,2.2962,-150.42,-2.5965,-409.06,-5.9655,-2.598,0.0067871,-5.5326,-5.9273,0.0011264,1.9657,-2.598,60.063,-0.085846,2.2962,0.96034,1.9906,0.0029558,15.593,0.0033336,0.0014518,0.016649,-17.546,1019.4,3.4426,-1.169,0
-0.0017707,0.046038,0,1.2355,0.78182,-0.0094969,0.028871,7233.3,-0.0017707,-0.0022649,0.023441,0.12749,0.55147,0.90242,0.059984,0.03096,4.0411,0.028337,0.78182,0.81355,0.0090857,0.029983,1.2458,-0.00090179,-0.0011534,0.24745,0.7201,343.48,1.0025,0.47200000000000003,0
0.28237,0.29384,0,1.3793,3.3422,0.67279,0.094214,487.19,0.28237,0.084487,0.47591,0.66361,0.57928,2.4583,1.0258,0.085298,6.795,0.49032,3.3422,0.5797,0.020805,0.14239,1.2528,0.4434,0.13267,0.14717,2.0238,6491.9,0.91572,0.0,0
0.053702,0.017787,0.038734,0.61436,4.6903,0.13214,0.022743,2119.6,0.080038,0.017064,0.086345,0.28753,0.26436,4.7557,0.04724,0.02024,7.5507,0.11702,4.6903,0.39432,0.17482,0.018409,0.45298,0.059713,0.012731,0.13244,1.0107,22.961,0.98369,0.036157,0
0.13139,0.5937899999999999,0.0,3.6713,1.2592,1.7455,0.15331,404.77,0.16141,0.12819,0.16677999999999998,0.46452,0.7763,13.988,1.8927,0.12819,10.846,0.25623,1.2592,0.8948200000000001,0.28201,0.13245,4.9189,0.13515,0.10733,0.092203,2.5051,7338.8,0.8725,0.13855,0
-1.5492,-3.6073,-4.0645,-0.74221,4.1352,-0.39938,-0.37465,-913.93,-1.5492,-0.37465,-1.5491,-4.1135,-5.1601,-10288,-4.9539,-0.37461,0.94191,-1.5485,4.1352,-2.8791,0.011655,-0.37461,0.028564,-1.5491,-0.37461,1.0617,-3.9539,-742.67,0.88362,0.0,0
0.11119,0.13461,0.19635,0.60919,1.0524,0.1698,0.058367,1719.7,0.093327,0.042712,0.10701,0.197,0.36606,0.5154,0.42629,0.042712,3.7778,0.10701,2.1976,0.41733,0.028263,0.048976,0.71017,0.072807,0.033321,0.26471,1.1593,45493.0,0.95025,0.14007,0
0.042236,0.19675,0,0.44175,1.8113,0.11623,0.023683,5901.7,0.042236,0.023318,0,0.082457,0.21174,0,0.44729,0.049914,4.1949,0.0043387,1.8113,0.63347,0.084883,0,0.74059,-0.00066088,-0.00036487,0.23838,0.69655,114.32,0.86429,1.0675,0
0.094347,0.10814,0.0058923,0.62373,1.7455,0.34112,0.089001,1447,0.11852,0.067901,0.13205,?,0.36152,9.3408,0.19864,0.07552,4.6342,0.13536,1.7455,0.63375,0.010988,0.075655,0.66662,0.095224,0.054555,0.21579,0.70559,2205.5,0.93252,0.6498,0
0.14846,-1.6829,-1.5514,-0.58271,2.7814,0.070208,0.092651,3394.3,0.14846,0.053377,0.1478,-0.5941,-1.403,2.7266,-2.9612,0.072866,1.2472,0.14416,2.7814,-1.1436,0.0092035,0.05314,0.067199,0.038566,0.013866,0.80182,-2.4571,-12905.0,0.94773,-0.18106,0
0.33788,-14.718,-53.802,-0.93638,31.135,0.021496,0.010852,16980,0.33788,0.010852,0.42073,24.002,-32.652,5.0779,?,0.010852,1.954,0.42073,31.135,-14.718,0.014125,0.013513,0.06362,0.42073,0.013513,0.51177,?,-41.035,0.98915,0.0,0
0.046571,0.56271,0,6.58,1.1564,0.56627,0.074989,555.29,0.057841,0.050018,0.055167,0.3066,0.80061,20.828,1.679,0.052274,10.87,0.04604,1.1564,0.89681,1.3855,0.047706,4.1539,0.026291,0.022735,0.091993,2.5902,1401.3,0.95126,0.033106000000000003,0
0.0029327,0.27269,0,0.4887,1.7163,0.0059951,0.0035305,40463,0.004027,0.0023463,0.0017944,0.010882,0.10592,?,4.9062,0.0023463,2.5614,-0.0042223,1.7163,0.32827,0.13241,0.0010455,1.3378,-0.00023797,-0.00013865,0.39042,5.9062,650.88,-0.00013865,0.0,0
0.0043325,-0.24943,-0.18203,-0.054654,1.0021,-1.9517e-005,0.023035,9430.4,-2.0543e-005,-1.1616e-005,0.028589,-0.1722,-0.057526,0.16199,-1.2668,-1.1616e-005,1.6768,0.028589,1.8095,-0.057526,0.053083,0.016166,0.54251,-0.012169,-0.0068811,0.59639,-0.29217,-3764.0,0.99794,0.0,0
0.10289,0.57218,0,2.7866,1.2304,0.38961,0.083778,935.15,0.10289,0.083627,0,0.47547,0.48409,?,3.4947,0.18767,3.6658,0.0058475,1.2304,0.73591,1.6173,0,2.9587,-0.00018574,-0.00015096,0.27279,4.4947,3866.2,0.7984,0.0,0
0.084507,0.47991,0,1.0502,1.5271,0.29219,0.078001,1494.6,0.1064,0.069671,0.14748,0.31265,0.50364,3.5659,3.0773,0.072232,3.7206,0.17234,1.5271,0.60751,0.48787,0.09657,1.2418,0.13475,0.08824,0.26877,3.2847,2788.3,0.93057,0.18597,0
-0.28568000000000005,-0.48941999999999997,-0.42613,-0.25653000000000004,0.87828,-0.36534,-0.10332,-2054.1,-0.28568000000000005,-0.1561,-0.24084,-0.42613,-0.27298,-1.1558,-0.69179,-0.1561,2.6648,-0.24084,1.8531,0.009184999999999999,0.06552,-0.1316,0.2568,-0.33743,-0.18437,0.37526,-0.38585,-7699.1,1.1386,-1.0336,0
0.092578,0.099005,0,0.30516,2.0376,0.24076,0.064556,2126,0.10742,0.052717,0.14082,0.22626,0.22381,4.0046,0.21768,0.062712,4.3505,0.096578,2.0376,0.43772,0.15286,0.069112,0.718,0.1167,0.057274,0.22986,0.51407,495.06,0.94849,0.8720700000000001,0
0.028864,0.037396,0.018593,0.46893,1.0499,0.078328,0.073806,2423,0.042618,0.03229,0.056544,0.038989,0.30324,0.44978,0.089356,0.03229,2.3105,0.056544,1.3318,0.4058,0.07822,0.042841,0.6312,0.0017495,0.0013255,0.4328,0.72457,870.21,0.95249,0.33821999999999997,0
0.016013,-0.021439,0,0.5911,1.5059,0.033203,0.14139,1077.4,0.016013,0.010634,0,0.098423,0.36529,0,-0.039764,0.025354,1.9176,0.021601,1.5059,0.47968,0.025967,0,0.51061,-0.19691,-0.13076,0.52149,0.68905,-1724.4,0.6245,0.29119,0
-0.022506,0.070931,0.0,0.16768,0.4445,-0.15082,0.002156,326180.0,-0.018065,-0.040641,0.00448,0.066062,0.13117,0.1865,0.087646,0.011089,3.6103,0.012072,0.4445,0.8759100000000001,0.64045,0.010079,1.4569,-0.014543,-0.032718,0.27699,0.17744,2136.3,1.0401,5.0995,0
0.2254,0.24159,-0.49289,0.41507,0.68288,0.31896,0.33008,1144.3,0.2254,0.33008,-0.10653,-0.26748,-0.22402,?,4.6698,0.33008,1.1003,-0.094652,0.68288,0.29332,0.05022,-0.156,1.3419,-0.10653,-0.156,0.90887,5.6698,23.349,0.77788,0.0,0
-0.19346,0.35563,0,18.219,2.1631,-3.7182,-0.0020735,-4234.2,-0.19346,-0.089436,-0.19385,0.088675,0.91055,-2.5901e+005,0.60038,-0.089436,45.641,-0.21162,2.1631,0.94797,1.103,-0.089614,5.6106,-0.38283,-0.17698,0.02191,1.6004,475.17,1.0886,0.0,0
0.049701,0.44417,-0.18463,0.1527,1.6414,0.090628,0.29571,652.36,0.049701,0.030279,0,?,-0.13493,0,59.821,0.060559,1.093,0.032474,1.6414,0.4516,0.11202,0,0.74831,-0.43569,-0.26544,0.91488,17.842,298.99,0.37136,2.4090000000000003,0
0.11625,0.45514,0,1.9345,3.2496,0.42177,0.047414,807.28,0.14373,0.044229,0.14402,0.97204,0.11625,491.19,2.2301,0.04432,9.291,0.083456,3.2496,0.65924,0.53317,0.04432,2.3356,0.13367,0.041135,0.10763,3.2302,41.911,0.95658,0.0,0
0.19097,0.6415,0,3.4749,1.1289,1.0526,0.25405,284.4,0.23523,0.20836,0.2234,0.42566,0.74495,1813.5,4.7506,0.20847,4.1199,0.20826,1.1289,0.77653,3.6225,0.19789,3.8707,0.17183,0.1522,0.24272,5.7506,1015.4,0.79652,0.0,0
-0.0035339,-0.044868,-0.002154,0.33234,1.0074,-0.0066919,0.027218,5535.4,-0.0038807,-0.0021342,0.011394,0.0063315,0.24944,0.063125,-0.096498,-0.0021342,3.1127,0.011394,1.8272,0.42009,0.012444,0.0062663,0.70789,-0.041978,-0.023086,0.32127,0.53648,-2717.0,0.99269,0.68414,0
0.06269,0.66858,0.56008,2.7963,0.76432,0.31397,0.11188,1124.4,0.082705,0.10821,0.10487,0.58588,0.62277,2.9773,9.8317,0.10858,2.4193,0.12703,0.76432,0.73658,1.3384,0.1372,2.2658,0.10206,0.13353,0.41334,10.832,293.71,0.89373,0.0,0
0.13633,0.00075031,0.26625,0.65866,1.0371,0.33228,0.054485,1101.3,0.13633,0.038031,0.15902,0.26625,0.38814,0.46008,0.0012739,0.038031,8.4247,0.15902,3.6155,0.56717,0.029337,0.044362,0.72631,0.10004,0.027908,0.1187,0.65901,5.53,0.96424,0.46123000000000003,0
0.020984,-0.060615,0,0.10012,3.2116,0.024101,0.62379,165.61,0.020984,0.0065336,0,0.17891,0.053643,0.0065336,-0.31909,0.015044,0.23884,0.044015,3.2116,0.091005,0.045213,0,0.10022,-1.9824,-0.61726,4.1869,0.47908,-81.116,0.064737,0.0,0
0.099285,0.78039,0.26483,5.7301,1.0465,1.0722,0.07083,246.39,0.12604,0.051264,0.12741,0.34395,0.67358,0.54229,7.6462,0.051264,19.986,0.12741,2.49,0.67358,1.3361,0.051821,7.6387,0.079302,0.032255,0.050034,6.5997,8153.2,0.95559,0.0,0
0.040468,-0.22999,0.11458,0.4308,1.8495,0.071538,0.072548,1901.2,0.049999,0.027033,0.066528,0.14455,0.28934,3.3137,-0.43306,0.027033,3.0489,-0.2814,1.8495,0.30109,0.00030785,0.03597,0.44609,-0.017652,-0.0095441,0.32799,0.56694,-979.14,0.97909,0.0,0
0.052798,0.35234,0.20696,0.856,1.0104,0.12066,0.013001,2620.2,0.060643,0.011261,0.059004,0.25014,0.43021,0.1107,2.4285,0.011261,10.605,0.059004,5.3963,0.43021,0.056193,0.010957,1.6868,0.049637,0.0092175,0.094293,2.9652,3031.7,0.98976,0.0,0
0.090584,0.040076,0,4.1381,0.8653799999999999,0.58479,0.21239,386.49,0.11337,0.13101,0.11542,0.36884,0.74904,28.673,0.052314,0.13101,3.8668,0.11573,0.86538,0.80538,0.39357,0.13338,0.87373,0.044996,0.051995,0.25861,1.0513,497.95,0.86929,0.0,0
0.044192,0.57678,0.022222,12.707,1.6381,0.75575,0.054858,296.33,0.055138,0.033659,0.057472,0.4056,0.84803,23.954,1.6467,0.034858,21.553,0.065697,1.6381,0.92704,0.60633,0.035083,4.5554,0.022745,0.013885,0.046398,2.6467,3533.2,0.96663,0.0,0
0.09562000000000001,0.35424,0.22578,2.2904,1.0691,0.42461,0.088847,573.45,0.12224000000000002,0.057945,0.1377,0.29214,0.6744600000000001,0.69782,0.98981,0.057945,6.8545,0.1377,2.1141,0.68105,0.1361,0.065273,0.98265,0.072505,0.03437,0.14589,1.8846,6083.9,0.93539,0.0097724,0
0.035107,0.214,0.078082,0.38064,0.9533200000000001,0.10505,0.10204,2865.2,0.04585,0.055876,0.050757,0.10159,0.25019,0.58969,0.6122,0.055876,1.9722,0.050757,0.94636,0.47103,0.15991,0.061857,0.62422,0.012876,0.015692,0.50705,0.71572,3729.4,1.049,0.8827,0
0.0097868,0.47281,0,26.657,0.6296,0.45965,0.052973,395.7,0.01662,0.026397,0.024404,0.072068,0.93257,2.6259,0.96288,0.026432,17.288,0.0044951,0.6296,0.96384,11.825,0.038762,12.526,0.0076724,0.012186,0.057842,1.9629,770.99,0.97448,0.0,0
0.061045,0.34226,0,0.76738,1.5135,0.15309,0.066334,2057.1,0.080047,0.052889,0.12262,?,0.41603,2.7769,2.5377,0.082065,2.615,0.14615,1.5135,0.43419,0.23454,0.081018,0.93223,0.10227,0.067574,0.38241,3.2194,942.06,0.94761,0.0,0
0.10778,0.56509,0.1373,3.9395,1.141,0.60039,0.19214,413.33,0.11914,0.13063,0.11194,0.18338,0.78177,1.4004,2.3897,0.13063,4.0282,0.11194,0.9344,0.78177,2.2107,0.12274,3.3301,0.055846,0.061231,0.24825,3.306,174340.0,0.87645,0.0,0
0.015805,0.053838,-0.051083,0.37564,1.036,0.078876,0.066812,3397.6,0.015805,0.014367,0.032759,-0.05297,0.25701,0.30851,0.072189,0.014367,5.2993,0.032759,1.1212,0.74081,0.15146,0.029778,0.59871,-0.024937,-0.022667,0.18871,0.34461,5745.1,0.96521,1.8824,0
0.021308,0.18506,0,0.67415,1.4942,0.047317,0.023732,6148.4,0.027058,0.018109,0.045038,0.11155,0.2334,1.9988,0.76128,0.032366,2.535,0.048463,1.4942,0.42347,0.0028305,0.030142,0.92992,0.036636,0.024519,0.39448,1.6565,13118.0,0.98527,0.051619000000000005,0
0.16528,-0.050703,-1.2526,0.16583,3.0083,0.23062,0.078224,1330.4,0.19054,0.063338,0.088537,0.1275,-0.68088,1250.7,-0.22587,0.063362,3.5361,0.086737,3.0083,0.14224,0.044857,0.02943,0.87904,0.043756,0.014545,0.2828,0.63365,-30.799,0.93878,0.0,0
0.033152,0.063636,-0.086299,2.2663,1.0295,0.11213,0.041845,1499,0.034329,0.019269,0.033076,-0.069205,0.69384,0.19113,0.10098,0.019269,5.6524,0.033076,1.8028,0.69384,0.15663,0.018566,0.65557,-0.0071435,-0.0040097,0.17691,1.101,782.14,0.97136,0.0,0
0.2175,0.061966,0.0,3.4496,1.0493,1.4633,0.28056,278.65,0.2719,0.25912,0.28394,0.74936,0.77057,23.571,0.082377,0.26504,4.1377,0.28049,1.0493,0.80528,0.61994,0.2706,1.3335,0.26145,0.24917,0.24168,1.0306,660.58,0.74218,0.038719,0
0.58756,0.57367,-0.0046458,1.6274,3.1032,1.9161,0.23773,188.3,0.72888,0.23488,0.77504,0.63243,0.58291,14.311,12.489,0.23975,5.9954,0.82254,3.1032,0.6194,0.38023,0.24976,2.3644,0.76618,0.2469,0.16679,13.485,3311.2,0.76576,0.0,0
-0.19727,-0.19547,-0.28219,0.092242,0.95816,-0.26559,-0.048893,-2412.5,-0.19727,-0.07021,-0.16362,-0.24464,0.083756,-0.55798,-0.43176,-0.07021,3.948,-0.16362,2.8656,0.24901,0.029059,-0.058234,0.26615,-0.22352,-0.079552,0.25329,0.18501,-1438.7,1.0437,1.973,0
0.05292,0.2084,0.15408,3.5319,1.0642,0.35706,0.15906,443.48,0.06591,0.069007,0.061347,0.18335,0.65196,0.68354,0.34332,0.069007,4.8621,0.061347,0.96583,0.65196,1.1724,0.06423,2.0881,-0.024666,-0.025825,0.20567,1.074,61331.0,0.93967,0.0,0
-0.12619,-0.024901,-0.08431,0.32958,0.9028799999999999,-0.17369,-0.053561,-3692,-0.12771,-0.094102,-0.1211,-0.042471,0.24233,-0.80568,-0.085971,-0.094102,2.0443,-0.1211,1.4007,0.24233,0.043407,-0.089235,0.26582,-0.17612,-0.12978,0.48916,0.83667,-364.87,1.1076,0.0,0
0.05994,0.36846,0.48715,1.6266,2.9793,0.19436,0.030576,1525.5,0.073999,0.024838,0.077755,0.48442,0.54709,20.652,1.469,0.024838,7.621,0.077761,2.9793,0.61927,0.31668,0.026099,1.3751,0.06066,0.020361,0.13122,2.469,255.23,0.97516,0.0,0
0.080807,0.43273999999999996,0.21799000000000002,7.7023,1.0704,1.1852,0.13026,271.77,0.09981699999999999,0.085488,0.092115,0.26605,0.87221,0.84443,0.89588,0.085488,12.952,0.092115,1.195,0.90123,1.5472,0.078892,3.8102,0.039844,0.034124,0.077207,1.8057,6770.4,0.93426,0.033271,0
-0.0086275,-0.15755,-0.022266,0.4024,1.0118,-0.019026,0.023112,5022.9,-0.0082272,-0.0044942,0.013168,-0.013982,0.23429,0.07278,-0.21728,-0.0044942,4.184,0.013168,1.8643,0.38408,0.0094246,0.0071932,0.51465,-0.037368,-0.020412,0.239,0.3231,-3038.5,0.98835,0.6393399999999999,0
0.20774,0.33742,0.0,2.4683,1.5633,1.1695,0.18908,356.03,0.25903000000000004,0.1657,0.26939,0.7279100000000001,0.67335,24.947,0.76497,0.16798,5.8977,0.25703000000000004,1.5633,0.7661100000000001,0.47685,0.17233,1.3589,0.23283,0.14894,0.16956,1.6135,3697.4,0.84064,0.076484,0
0.011449,0.71486,0,1.2024,0.44677,0.080874,0.20635,1797.7,0.011449,0.025627,0,0.058079,0.18418,0,4.9793,0.056579,1.6858,0.0016157,0.44677,0.85732,0.079723,0,3.4631,-0.08074,-0.18072,0.59319,3.8027,18259.0,0.54369,0.57033,0
2.6476,0.42193,0,2.1595,9.4888,8.3649,0.2809,43.343,2.6476,0.27902,2.6649,6.5347,0.682,43.931,1.6131,0.27902,21.56,2.6648,9.4888,0.68349,1.1034,0.28084,2.3331,2.6471,0.27896,0.046382,2.6131,847.12,0.72225,0.0,0
-0.013807,0.16925,0,0.42301,3.3704,-0.020198,0.7772,97.92,-0.013807,-0.0040966,0,0.035638,-0.013807,0,1.1501,-0.0081933,0.0036311,0.032659,3.3704,0.31641,0.13976,0,0.81812,-2.6333,-0.7813,275.4,2.02,530.48,0.0017525,0.064397,0
0.099487,-0.12183,0,0.0016072,0.45843,0.12107,0.17248,4599.3,0.065951,0.14386,0.1489,0,0.0014795,1.5158,-0.21112,0.14386,0.56971,0.1503,0.45843,0.45316,0.3559,0.32481,0.67281,0.13579,0.2962,1.7553,0.0027749,0.77636,0.81245,281.99,0
0.2531,0.57144,0,1.6711,4.9146,0.69076,0.06553,424.31,0.2531,0.051499,0,0.67006,0.56676,?,9.1942,0.11583,10.773,0.0034885,4.9146,0.62562,0.51628,0,2.2239,-0.068953,-0.01403,0.092822,10.066,728.13,0.8035,0.0,0
0.098492,0.21575,0.46333,9.0444,1.131,1.1878,0.15291,256.99,0.11528,0.12788,0.11331,0.52669,0.8778,1.4216,0.31396,0.12788,8.2124,0.11331,0.93312,0.8778,0.70515,0.12569,2.0737,0.09074,0.10066,0.12177,1.2774,66676.0,0.88415,0.0,0
0.066485,0.54119,0,1.9136,0.61064,0.43678,0.10888,1884.3,0.066485,0.10888,0,0.21747,0.60002,0,1.7652,0.24686,2.0523,0.37943,0.61064,0.84778,0.17476,0,1.2645,0,0,0.48725,2.1422,953.44,0.52109,0.29081999999999997,0
